X	Y	Z	CUT	DENSITY	ZONE
100	-60	40	2.868226687	2.250141052	1
100	-60	50	2.345035796	2.83328287	1
100	-50	40	2.031110954	2.173592167	1
100	-50	50	1.159489348	2.412481114	1
100	-40	40	0.051770778	2.718728368	1
110	-110	30	1.417518687	2.09638796	2
110	-100	20	3.20956706	3.453294167	2
110	-100	30	0.502145853	1.662223305	2
110	-90	10	0.542558597	3.370413221	2
110	-90	20	1.793986781	2.872285808	2
110	-90	30	5.411400341	2.501044117	2
110	-80	0	2.20050844	2.377263789	2
110	-80	10	3.379445646	2.409385599	2
110	-80	20	4.296880562	2.081096993	2
110	-80	30	4.123914471	2.13530806	2
110	-70	0	3.438106949	3.171363629	2
110	-70	10	0.964183143	1.747830844	2
110	-70	20	1.289847761	2.326620595	2
110	-70	30	3.869902929	2.953171254	2
110	-60	-10	1.02658503	2.32932898	2
110	-60	0	0.969356959	2.191444594	2
110	-60	10	4.384946187	2.280429056	2
110	-60	20	2.614801701	2.894407829	2
110	-60	30	1.451292736	1.703623454	2
110	-50	-10	1.405454629	3.183839101	2
110	-50	0	4.716805412	3.258702841	2
110	-50	10	3.746012716	1.580118402	2
110	-50	20	3.225697295	2.406974627	2
110	-50	30	4.586302749	3.193121659	2
110	-40	-10	3.289880164	1.773966449	2
110	-40	0	0.71986085	2.741080008	2
110	-40	10	3.900809545	3.121869956	2
110	-40	20	1.509815326	2.944498109	2
110	-40	30	5.183633822	1.761771771	2
110	-30	-20	3.616064079	2.247570006	2
110	-30	-10	5.379700174	1.741599285	2
110	-30	0	4.093979619	3.197070151	2
110	-30	10	4.463216088	2.136352797	2
110	-30	20	2.502216151	3.275689124	2
110	-30	30	0.953645464	3.327294202	2
110	-20	-20	4.989910343	2.164579309	2
110	-20	-10	3.517306181	1.620877962	2
110	-20	0	2.930605709	2.544755278	2
110	-20	10	0.855587432	3.439529755	2
110	-20	20	2.823757399	3.140199991	2
110	-20	30	3.877030582	2.124369593	2
110	-10	-20	1.701803599	3.45861655	2
110	-10	-10	3.721587068	3.021933008	2
110	-10	0	1.189529307	1.979639149	2
110	-10	10	2.056367018	1.930930861	2
110	-10	20	2.57288063	2.427688425	2
110	-10	30	3.861366873	1.791629224	2
110	0	-20	4.930793919	2.623756888	2
110	0	-10	2.001007365	2.409818402	2
110	0	0	3.252756982	1.692727474	2
110	0	10	0.576871191	2.33861705	2
110	0	20	5.116067274	2.220498055	2
110	0	30	1.505238713	1.639358765	2
110	10	-20	4.187287372	2.703726945	2
110	10	-10	3.669601518	2.706700029	2
110	10	0	4.081278509	2.854874155	2
110	10	10	5.212646621	2.311663775	2
110	10	20	4.660787647	3.655266975	2
110	10	30	4.486415596	3.053557344	2
110	20	-20	3.576507055	1.89760297	2
110	20	-10	3.932237208	2.376801801	2
110	20	0	3.256868576	2.096735453	2
110	20	10	2.422424151	3.037599082	2
110	20	20	3.36134895	2.711637701	2
110	20	30	3.369834973	2.954829231	2
110	30	-20	1.045622287	2.294592877	2
110	30	-10	4.275676057	3.063629142	2
110	30	0	0.795908058	3.070248423	2
110	30	10	3.048172379	3.565136096	2
110	30	20	2.338349538	3.500663974	2
110	40	-20	3.764114692	1.897655301	2
110	40	-10	2.808569203	2.733510125	2
110	40	0	4.86340237	2.694950769	2
110	40	10	2.775651393	3.238252057	2
110	50	-20	3.44177338	1.881188834	2
110	50	-10	0.594715558	2.769630342	2
110	50	0	5.405372056	2.430898388	2
110	-110	40	0.382518785	1.661017018	1
110	-110	50	3.623472181	2.782140518	1
110	-100	40	0.787939788	2.517688213	1
110	-100	50	0.350353409	1.959150598	1
110	-100	60	0.426451268	2.103969232	1
110	-90	40	1.947005656	1.552833312	1
110	-90	50	3.542553354	2.895560446	1
110	-90	60	3.022351732	2.40554607	1
110	-80	40	0.303855921	2.539803604	1
110	-80	50	1.657882114	2.611424009	1
110	-80	60	3.346154938	2.592553587	1
110	-80	70	3.714965796	2.300413084	1
110	-70	40	0.366724917	2.813691145	1
110	-70	50	0.294360712	2.462822082	1
110	-70	60	3.847142698	2.561017928	1
110	-70	70	0.656791801	2.601029448	1
110	-60	40	3.805530345	1.7912126	1
110	-60	50	4.334443115	1.885906553	1
110	-60	60	4.466540441	1.574201688	1
110	-50	40	1.713214934	2.855552623	1
110	-50	50	0.119639225	2.375218197	1
110	-50	60	3.75367729	1.788157862	1
110	-40	40	0.147101425	1.692424742	1
110	-40	50	2.022548002	2.500581091	1
110	-30	40	3.793872193	1.935128411	1
110	-30	50	2.525345002	2.699424382	1
110	-20	40	3.26392256	2.402864836	1
110	-10	40	0.821764048	2.316313857	1
120	-100	20	3.114265047	2.32489497	2
120	-100	30	0.707009966	1.68829713	2
120	-90	20	1.520747524	2.08711744	2
120	-90	30	2.752010084	2.036949675	2
120	-80	10	1.198591399	1.978890006	2
120	-80	20	4.855100778	1.592758987	2
120	-80	30	5.061690671	1.607413988	2
120	-70	0	4.600690387	2.835013672	2
120	-70	10	1.876387944	2.313977897	2
120	-70	20	1.701568986	2.976984603	2
120	-70	30	3.955605369	3.133593828	2
120	-60	-10	2.345938234	2.933075753	2
120	-60	0	3.31800136	1.893446563	2
120	-60	10	3.608254766	2.118019078	2
120	-60	20	3.354652392	2.169158964	2
120	-60	30	4.143146098	2.056114761	2
120	-50	-10	1.602542863	3.309637273	2
120	-50	0	3.498191773	2.942747063	2
120	-50	10	3.256384973	2.087295014	2
120	-50	20	2.493898711	3.16511363	2
120	-50	30	1.650607156	2.155713601	2
120	-40	-10	5.210433918	2.114477664	2
120	-40	0	4.213120017	1.746231811	2
120	-40	10	4.826485417	2.004468234	2
120	-40	20	2.580812768	3.283374392	2
120	-40	30	5.418204365	2.639966436	2
120	-30	-20	1.456702686	2.474160745	2
120	-30	-10	4.087362192	3.470951358	2
120	-30	0	4.120137248	3.530613543	2
120	-30	10	3.979492909	2.90518061	2
120	-30	20	2.16985348	3.049164194	2
120	-30	30	3.912772756	3.094818095	2
120	-20	-20	4.99397143	1.554717163	2
120	-20	-10	1.135255999	1.966097059	2
120	-20	0	4.063786445	2.536716197	2
120	-20	10	3.846233016	2.761995944	2
120	-20	20	1.106268315	2.971125224	2
120	-20	30	1.103324175	2.603947031	2
120	-10	-20	2.96933856	1.608065355	2
120	-10	-10	4.689446094	3.453593759	2
120	-10	0	0.556333448	1.907449604	2
120	-10	10	1.22453725	3.241194853	2
120	-10	20	4.471243744	1.562886398	2
120	-10	30	2.122527244	3.310179334	2
120	0	-20	4.686003736	2.84349187	2
120	0	-10	2.509238947	2.923339902	2
120	0	0	1.491751896	2.702660103	2
120	0	10	5.257631296	2.429985078	2
120	0	20	4.351256292	1.604400283	2
120	0	30	1.029715406	3.697398505	2
120	10	-20	3.063986982	2.297221166	2
120	10	-10	1.990223204	2.894477523	2
120	10	0	4.908492144	3.363283398	2
120	10	10	5.170059315	1.664914007	2
120	10	20	1.166204235	1.850703197	2
120	10	30	3.160933752	3.039367645	2
120	20	-20	0.837929879	1.767915456	2
120	20	-10	5.040070409	1.982519109	2
120	20	0	3.997831741	3.275210189	2
120	20	10	3.599580465	1.562221484	2
120	20	20	2.443975646	2.288300457	2
120	20	30	4.250786733	1.771604	2
120	30	-20	4.913136736	3.562565231	2
120	30	-10	2.788861322	3.276579204	2
120	30	0	0.718022026	2.929563642	2
120	30	10	1.488215019	1.68129238	2
120	30	20	1.314464364	2.201462389	2
120	40	-20	5.070482782	2.152959305	2
120	40	-10	5.318566814	2.219742583	2
120	40	0	2.51897434	1.933322714	2
120	40	10	1.943483615	2.100611336	2
120	50	-20	2.966214416	1.860628582	2
120	50	-10	4.668971104	2.933388065	2
120	50	0	2.507305655	3.192334808	2
120	50	10	1.895816069	2.251778354	2
120	-100	40	3.707404482	1.956565344	1
120	-100	50	2.993379578	2.331651451	1
120	-100	60	3.248455781	2.186007749	1
120	-90	40	4.37804877	1.912071287	1
120	-90	50	1.793788527	2.977223466	1
120	-90	60	3.096621293	1.898961191	1
120	-90	70	4.385810043	1.513362965	1
120	-80	40	1.768021805	2.037030238	1
120	-80	50	4.376123466	2.589041613	1
120	-80	60	1.697838302	2.843506585	1
120	-80	70	2.572888261	1.96473769	1
120	-70	40	3.305287144	1.577479313	1
120	-70	50	3.794926076	2.304451691	1
120	-70	60	3.114191297	2.246198964	1
120	-70	70	3.009797752	2.674084387	1
120	-60	40	2.867296355	2.812261052	1
120	-60	50	0.808713149	2.553293543	1
120	-60	60	1.593910611	1.711772386	1
120	-60	70	3.471370327	1.927831433	1
120	-50	40	4.322246311	2.885847708	1
120	-50	50	1.758979489	2.253010753	1
120	-50	60	3.938257536	2.736766114	1
120	-50	70	0.614841849	2.193409157	1
120	-40	40	2.094612877	2.019013516	1
120	-40	50	1.277288339	1.659837785	1
120	-40	60	2.240425323	2.308822085	1
120	-30	40	2.56711547	2.125900449	1
120	-30	50	1.767534807	2.475296171	1
120	-30	60	1.926013449	2.49159776	1
120	-20	40	0.377727873	2.235089602	1
120	-20	50	1.830823574	1.737807524	1
120	-10	40	0.801928291	2.655624497	1
120	-10	50	1.110447907	2.018187622	1
120	0	40	1.359648177	2.166920822	1
120	10	40	0.822990607	2.214188474	1
130	-90	20	3.031280936	1.603236714	2
130	-90	30	2.230711032	3.609845516	2
130	-80	10	2.793238956	3.24936071	2
130	-80	20	3.252442447	2.786825249	2
130	-80	30	5.288311011	1.599760892	2
130	-70	0	0.87959915	3.582602555	2
130	-70	10	3.047174918	2.891264449	2
130	-70	20	0.83869534	2.186921371	2
130	-70	30	3.632971355	3.533000663	2
130	-60	0	2.643485088	2.253911926	2
130	-60	10	2.382416302	2.468539973	2
130	-60	20	4.251453234	3.048742467	2
130	-60	30	3.374913128	2.308802787	2
130	-50	-10	3.961062957	1.67901796	2
130	-50	0	1.351043121	1.934013928	2
130	-50	10	0.607543425	2.532154973	2
130	-50	20	4.182497432	3.02753915	2
130	-50	30	2.866768265	2.928897902	2
130	-40	-10	0.848570238	3.397472185	2
130	-40	0	4.447726569	3.244581218	2
130	-40	10	3.499095097	3.087505174	2
130	-40	20	1.634252614	2.448532148	2
130	-40	30	3.185752452	1.774461257	2
130	-30	-20	2.855331418	2.45328467	2
130	-30	-10	2.234293435	2.875142352	2
130	-30	0	2.079614211	1.781543664	2
130	-30	10	1.336128937	1.650500262	2
130	-30	20	1.866101866	3.553582215	2
130	-30	30	4.060702665	1.742930261	2
130	-20	-20	4.598496977	2.674424204	2
130	-20	-10	5.456185335	1.558942926	2
130	-20	0	3.524783567	1.975642558	2
130	-20	10	3.323394487	2.550797259	2
130	-20	20	3.792573989	2.710202534	2
130	-20	30	4.521939665	1.591887002	2
130	-10	-20	0.593367857	2.520498103	2
130	-10	-10	1.436560705	2.672862919	2
130	-10	0	1.938611193	2.091847052	2
130	-10	10	3.989105201	3.497697168	2
130	-10	20	4.595995786	3.119219008	2
130	-10	30	4.808064849	3.094093021	2
130	0	-20	1.862653411	3.300911742	2
130	0	-10	3.077850935	1.903155136	2
130	0	0	5.141136474	2.874399866	2
130	0	10	5.467881218	3.354339542	2
130	0	20	5.292586367	2.507705271	2
130	0	30	4.553612419	2.346050292	2
130	10	-20	1.205532213	2.430838474	2
130	10	-10	1.47134103	2.706976051	2
130	10	0	4.722314825	3.352474037	2
130	10	10	2.947220197	2.51661338	2
130	10	20	0.998670536	1.658497884	2
130	10	30	4.172684447	3.29222404	2
130	20	-20	0.962642734	3.584144613	2
130	20	-10	1.264599896	1.921954034	2
130	20	0	4.699439171	2.260815577	2
130	20	10	3.595670765	1.808154165	2
130	20	20	4.534239915	2.992947557	2
130	20	30	4.035320314	3.384104405	2
130	30	-20	1.354627086	1.801584216	2
130	30	-10	1.658944044	3.320583039	2
130	30	0	3.098095343	3.366918227	2
130	30	10	1.873687553	2.743763949	2
130	30	20	2.384431891	2.171865195	2
130	30	30	1.76027272	2.380858272	2
130	40	-20	3.399393328	3.077886511	2
130	40	-10	3.610525922	1.91915286	2
130	40	0	1.911134345	1.648858136	2
130	40	10	2.915532022	3.396787952	2
130	40	20	2.632161951	3.260316588	2
130	50	-20	2.455503679	1.904983722	2
130	50	-10	1.055856673	2.461132167	2
130	50	0	3.907011622	2.127280203	2
130	50	10	2.719986814	1.510037509	2
130	60	-10	1.325543396	3.618751761	2
130	-100	40	3.957441398	1.988544168	1
130	-100	50	3.953362988	2.227984446	1
130	-100	60	0.363322975	1.589070366	1
130	-90	40	2.308122915	2.805453229	1
130	-90	50	2.630223615	2.088973557	1
130	-90	60	2.679581172	2.223035589	1
130	-90	70	1.928665053	2.59135052	1
130	-80	40	2.81263791	2.779457954	1
130	-80	50	3.469404252	2.980687442	1
130	-80	60	3.083851694	2.007311181	1
130	-80	70	2.039938487	1.685839064	1
130	-70	40	3.517677308	2.844574358	1
130	-70	50	0.299846545	2.265786624	1
130	-70	60	3.150993113	2.848203071	1
130	-70	70	0.795902309	2.956317181	1
130	-70	80	1.319115592	1.9324788	1
130	-60	40	3.010828559	2.425424358	1
130	-60	50	3.968135511	2.504533045	1
130	-60	60	4.090078782	1.532714996	1
130	-60	70	3.899499227	1.574324313	1
130	-60	80	3.224768238	2.859514958	1
130	-50	40	0.559138988	2.686490487	1
130	-50	50	1.090650792	1.690555565	1
130	-50	60	2.323583306	1.739663673	1
130	-50	70	3.237728492	2.831067117	1
130	-50	80	1.360629573	2.927993757	1
130	-40	40	1.54603707	2.907148889	1
130	-40	50	4.007581255	1.567314123	1
130	-40	60	3.36025517	2.078711319	1
130	-40	70	1.627201997	2.733828508	1
130	-30	40	1.738990581	2.508663971	1
130	-30	50	0.78333994	2.731394014	1
130	-30	60	1.297426481	1.784397995	1
130	-30	70	4.000891188	2.824488929	1
130	-20	40	1.08308801	2.143237151	1
130	-20	50	1.152991343	1.889607121	1
130	-20	60	1.616371156	2.064549085	1
130	-10	40	2.066455683	2.209522766	1
130	-10	50	1.929135001	1.523355436	1
130	-10	60	0.559132995	1.511584059	1
130	0	40	1.128496474	1.974174623	1
130	0	50	0.100026552	1.973394677	1
130	0	60	4.358142604	1.665243542	1
130	10	40	2.28662122	2.18405054	1
130	10	50	4.440581793	2.948453768	1
130	20	40	0.100879497	2.326601919	1
140	-90	30	2.724104764	3.345070414	2
140	-80	20	3.096556734	1.547357114	2
140	-80	30	5.006853458	2.196172986	2
140	-70	10	1.656091747	1.80474796	2
140	-70	20	5.088370606	1.897674585	2
140	-70	30	1.418835391	3.484774972	2
140	-60	0	1.913895861	1.554488692	2
140	-60	10	4.681650767	2.565984418	2
140	-60	20	0.509288117	1.656497996	2
140	-60	30	0.680422201	3.161747692	2
140	-50	-10	0.674055701	2.65382218	2
140	-50	0	4.005976466	2.67038941	2
140	-50	10	4.367179685	2.078499958	2
140	-50	20	1.108067171	2.469250802	2
140	-50	30	2.438031544	3.592748406	2
140	-40	-10	2.898225039	2.774535059	2
140	-40	0	0.657547104	1.862289859	2
140	-40	10	2.59377097	1.523073295	2
140	-40	20	3.494005244	2.44559401	2
140	-40	30	4.395592852	1.853895505	2
140	-30	-10	3.712846787	2.372450055	2
140	-30	0	5.134577129	2.014950851	2
140	-30	10	0.836773064	2.558941583	2
140	-30	20	2.384419114	2.51181126	2
140	-30	30	3.848642395	1.653403957	2
140	-20	-20	1.038336933	2.721259431	2
140	-20	-10	1.895508983	3.562006601	2
140	-20	0	1.4212022	1.840698335	2
140	-20	10	0.547549496	3.382424016	2
140	-20	20	2.323074925	3.226217586	2
140	-20	30	4.082412487	3.610085764	2
140	-10	-20	4.019032698	1.558667277	2
140	-10	-10	4.490133854	2.579276504	2
140	-10	0	2.515008068	2.320825581	2
140	-10	10	0.837801326	2.822429328	2
140	-10	20	3.021012792	2.362398033	2
140	-10	30	5.445768926	3.337269132	2
140	0	-20	2.594691317	2.251548658	2
140	0	-10	1.624775816	1.705047384	2
140	0	0	3.29584671	2.961119126	2
140	0	10	4.99954455	2.186388929	2
140	0	20	1.196212262	2.003614857	2
140	0	30	1.953228679	3.243001702	2
140	10	-20	1.480398967	3.466669554	2
140	10	-10	3.265156466	2.165186932	2
140	10	0	3.227640295	1.965530344	2
140	10	10	1.919303585	3.544514532	2
140	10	20	0.785269047	1.744856579	2
140	10	30	0.846325328	1.932631534	2
140	20	-20	5.176448979	2.528632499	2
140	20	-10	2.071344575	3.558322151	2
140	20	0	1.803263519	1.680101153	2
140	20	10	1.064448021	3.629717296	2
140	20	20	1.518818693	2.786337248	2
140	20	30	1.139469357	2.144650796	2
140	30	-20	0.80328311	2.701278698	2
140	30	-10	1.814058639	2.958625464	2
140	30	0	2.124526335	2.866211219	2
140	30	10	2.849737788	2.763387219	2
140	30	20	5.448433193	3.017037652	2
140	30	30	3.259308932	1.553096423	2
140	40	-20	4.093629138	2.826433117	2
140	40	-10	1.14268722	2.234789067	2
140	40	0	1.839347184	3.366004396	2
140	40	10	3.013980162	2.393520232	2
140	40	20	1.669974788	2.484937584	2
140	40	30	2.806702491	1.673019698	2
140	50	-20	0.944697548	3.23287551	2
140	50	-10	3.375829781	1.650428779	2
140	50	0	4.564235854	3.558965922	2
140	50	10	1.551530991	3.567278192	2
140	60	-10	1.369266729	1.916010369	2
140	-90	40	1.971073644	2.062754827	1
140	-90	50	2.444719606	1.844144913	1
140	-90	60	1.880174708	1.78788698	1
140	-90	70	1.337988735	2.985222453	1
140	-80	40	3.613461879	2.492259462	1
140	-80	50	2.976189643	2.65636436	1
140	-80	60	2.622953152	2.922234686	1
140	-80	70	1.184855031	2.481897043	1
140	-70	40	1.807539114	2.280122042	1
140	-70	50	1.604001036	2.298460201	1
140	-70	60	3.264329547	2.268095143	1
140	-70	70	0.989303999	2.0956278	1
140	-70	80	4.248960783	2.418474044	1
140	-60	40	0.647638617	2.790766874	1
140	-60	50	2.849176365	1.678003085	1
140	-60	60	0.857379794	1.532914939	1
140	-60	70	1.934222493	2.494906185	1
140	-60	80	3.526358486	2.872836648	1
140	-50	40	2.951528988	2.990477029	1
140	-50	50	4.247165691	2.137967244	1
140	-50	60	3.23000064	2.323360835	1
140	-50	70	4.052708222	2.399242985	1
140	-50	80	2.19443902	2.052389744	1
140	-40	40	3.007214403	2.378453517	1
140	-40	50	1.767562123	1.687042044	1
140	-40	60	3.837774566	1.944332685	1
140	-40	70	3.226145927	2.955327978	1
140	-40	80	1.855323983	1.765668424	1
140	-30	40	0.808547665	2.503850213	1
140	-30	50	4.168181708	2.35560454	1
140	-30	60	1.239552876	2.225492559	1
140	-30	70	3.077003003	2.924816145	1
140	-30	80	2.673285099	1.995941816	1
140	-20	40	2.486673059	2.161321951	1
140	-20	50	4.323646099	2.202105458	1
140	-20	60	4.418395749	2.096326142	1
140	-20	70	2.509822566	1.791155933	1
140	-20	80	4.277652254	2.684552495	1
140	-10	40	4.085793006	1.655546899	1
140	-10	50	3.927536479	1.829128008	1
140	-10	60	3.06306103	2.508464807	1
140	-10	70	3.817631221	2.41286047	1
140	0	40	3.860400537	2.597615463	1
140	0	50	0.019479664	2.93604814	1
140	0	60	0.665173863	2.927758281	1
140	0	70	0.987274271	1.808120639	1
140	10	40	1.635112255	1.830466856	1
140	10	50	2.170115746	2.951069947	1
140	20	40	1.887504523	2.278473078	1
140	30	40	0.535032733	2.864293719	1
150	-90	40	4.480208525	1.92842154	1
150	-90	50	1.441955012	1.847729835	1
150	-90	60	1.552704218	1.563308061	1
150	-80	20	2.261166467	2.573557883	1
150	-80	30	1.0197036	2.985273269	1
150	-80	40	4.401965529	2.698811824	1
150	-80	50	0.605865695	2.053994054	1
150	-80	60	3.856811797	2.682160609	1
150	-80	70	1.899994607	1.633210821	1
150	-70	10	1.680476212	2.614541907	1
150	-70	20	0.210163961	2.130854057	1
150	-70	30	1.526817456	2.794792606	1
150	-70	40	1.640595329	1.617381007	1
150	-70	50	1.100120475	2.765397725	1
150	-70	60	2.784490952	2.910836054	1
150	-70	70	1.299765143	2.588062309	1
150	-70	80	4.421640656	1.945866818	1
150	-60	10	2.094109715	2.009399	1
150	-60	20	3.137326435	1.771675334	1
150	-60	30	2.523562451	2.005030425	1
150	-60	40	2.529014063	2.001893757	1
150	-60	50	2.55910821	2.122588415	1
150	-60	60	0.666628408	2.652764649	1
150	-60	70	4.459837973	2.159483127	1
150	-60	80	2.651118757	2.010721411	1
150	-60	90	2.28118782	2.261576704	1
150	-50	0	1.784647296	1.782040901	1
150	-50	10	0.828387275	2.586913481	1
150	-50	20	3.163457902	2.817805951	1
150	-50	30	3.220208001	2.234446717	1
150	-50	40	0.225730601	1.768225269	1
150	-50	50	1.904321714	1.965842858	1
150	-50	60	4.231994891	2.803021494	1
150	-50	70	1.050539404	1.603290969	1
150	-50	80	4.207338733	2.898833701	1
150	-50	90	1.714487927	2.046736826	1
150	-40	-10	4.273496472	2.347787903	1
150	-40	0	2.167938759	2.297347717	1
150	-40	10	1.192159751	2.580631577	1
150	-40	20	1.863999401	2.948074774	1
150	-40	30	2.950153179	1.9320247	1
150	-40	40	1.511315198	1.804697843	1
150	-40	50	3.219533886	2.634534475	1
150	-40	60	3.510027223	2.088944734	1
150	-40	70	1.374513128	1.730298424	1
150	-40	80	3.472456144	1.557283229	1
150	-40	90	2.295855966	2.686246219	1
150	-30	-10	3.803035025	2.910613346	1
150	-30	0	2.953699898	2.219143173	1
150	-30	10	2.080936238	2.268912722	1
150	-30	20	2.86326202	1.56228858	1
150	-30	30	3.345142185	1.62824327	1
150	-30	40	3.344010328	2.111826078	1
150	-30	50	1.873682938	1.615875979	1
150	-30	60	1.630172913	2.817346705	1
150	-30	70	1.35648648	1.834660672	1
150	-30	80	3.36902087	2.732674475	1
150	-30	90	2.585008102	2.614825893	1
150	-20	-10	1.449540442	1.918538827	1
150	-20	0	1.499904377	1.582687236	1
150	-20	10	0.548414098	2.421803665	1
150	-20	20	2.989328988	2.829474543	1
150	-20	30	1.156359451	1.592383783	1
150	-20	40	3.287585488	2.659876642	1
150	-20	50	1.974309076	1.999791695	1
150	-20	60	0.690434063	2.408961044	1
150	-20	70	3.08365145	1.503152435	1
150	-20	80	4.065346544	2.073430887	1
150	-20	90	1.688695589	2.709604249	1
150	-10	-20	1.824268056	2.374846154	1
150	-10	-10	2.411680885	1.642281436	1
150	-10	0	1.741823126	2.069684373	1
150	-10	10	1.418906386	2.333741445	1
150	-10	20	2.115833146	2.192717718	1
150	-10	30	3.359917809	2.520968672	1
150	-10	40	0.709400366	1.933537603	1
150	-10	50	4.179109751	1.689320513	1
150	-10	60	3.327101582	1.527843499	1
150	-10	70	0.619823024	1.966182053	1
150	-10	80	1.585060543	1.833823446	1
150	0	-20	1.896462419	1.932237925	1
150	0	-10	1.224039099	2.788599942	1
150	0	0	1.952957433	1.957035566	1
150	0	10	0.653020705	1.662976349	1
150	0	20	3.148247712	2.891933932	1
150	0	30	2.425211921	2.692328473	1
150	0	40	2.090774683	2.284699973	1
150	0	50	0.895895044	2.198345967	1
150	0	60	2.852443789	2.2218597	1
150	0	70	1.623311239	2.539799203	1
150	0	80	0.028494442	2.591386824	1
150	10	-20	4.450435781	1.62123831	1
150	10	-10	3.150569047	2.81940966	1
150	10	0	2.211000763	2.808510414	1
150	10	10	4.213511669	2.219916632	1
150	10	20	0.80111261	2.175570842	1
150	10	30	1.232182629	1.749305375	1
150	10	40	0.192357579	1.92380418	1
150	10	50	2.150286152	2.78830605	1
150	10	60	2.022007564	1.704116291	1
150	10	70	0.57262742	2.916150254	1
150	20	-20	4.136238027	2.561864785	1
150	20	-10	4.196037849	1.527854437	1
150	20	0	1.866619676	1.672080104	1
150	20	10	0.450390643	1.765691061	1
150	20	20	0.503528454	1.656522676	1
150	20	30	1.836570238	2.791143454	1
150	20	40	2.659746847	2.772129719	1
150	20	50	1.528918158	2.937467649	1
150	20	60	1.688110275	2.195294578	1
150	30	-20	1.465573343	2.564606735	1
150	30	-10	0.074059648	2.846320149	1
150	30	0	4.257396162	1.838244836	1
150	30	10	1.827286166	1.690326433	1
150	30	20	4.219908023	1.767143001	1
150	30	30	3.665456415	1.673727654	1
150	30	40	0.743970413	2.886141705	1
150	30	50	4.465973001	2.550128562	1
150	40	-20	1.575141912	2.339772436	1
150	40	-10	0.719751839	2.23389058	1
150	40	0	2.859088179	2.418562208	1
150	40	10	4.17969852	2.517645416	1
150	40	20	0.308437006	1.871423185	1
150	40	30	3.37476904	2.379101243	1
150	40	40	2.836381834	1.916540481	1
150	50	-20	0.186358176	2.510684232	1
150	50	-10	3.064853047	2.604406334	1
150	50	0	0.015073295	2.044228112	1
150	50	10	4.207373605	1.784899197	1
150	50	20	1.126719027	1.954317046	1
150	60	-10	2.23610743	2.71973168	1
150	60	0	1.610584257	2.572235199	1
160	-80	40	4.083700116	1.737370599	1
160	-80	50	0.316472549	1.666849871	1
160	-80	60	1.903102059	2.66075386	1
160	-80	70	3.131586566	2.037165866	1
160	-70	20	2.523526083	2.721547443	1
160	-70	30	1.512078379	2.488218641	1
160	-70	40	4.343469353	2.364001899	1
160	-70	50	2.437918473	2.220413863	1
160	-70	60	4.32681662	1.817164248	1
160	-70	70	2.56385183	1.997055099	1
160	-70	80	4.083294664	2.881769531	1
160	-60	10	0.658707754	1.672901481	1
160	-60	20	3.636606415	2.48535836	1
160	-60	30	0.974233421	1.944312552	1
160	-60	40	4.257207208	2.309261172	1
160	-60	50	3.090274067	2.79322293	1
160	-60	60	1.162600122	2.136478463	1
160	-60	70	0.233938083	1.700071836	1
160	-60	80	0.730635736	1.709416689	1
160	-60	90	2.739490405	1.921958023	1
160	-50	0	0.522522644	1.538689129	1
160	-50	10	2.736776409	2.927144009	1
160	-50	20	0.31074298	2.72272447	1
160	-50	30	1.486627946	1.528309666	1
160	-50	40	4.482881509	1.678240943	1
160	-50	50	3.160207478	1.614887916	1
160	-50	60	1.028365686	2.598554979	1
160	-50	70	1.688473514	2.06281206	1
160	-50	80	0.465738339	2.343393498	1
160	-50	90	0.801088485	2.229085397	1
160	-50	100	3.408327236	2.567298871	1
160	-40	0	4.081099597	2.761810725	1
160	-40	10	2.947354635	2.636560881	1
160	-40	20	1.32945434	2.439830669	1
160	-40	30	2.707121566	2.628012462	1
160	-40	40	0.415475193	2.227253519	1
160	-40	50	1.808282576	1.617420901	1
160	-40	60	4.471771762	1.54374984	1
160	-40	70	3.709323566	1.573299374	1
160	-40	80	1.869538462	2.98529945	1
160	-40	90	4.011559348	2.625459256	1
160	-40	100	0.008303048	2.653497157	1
160	-30	-10	3.152978512	2.356666427	1
160	-30	0	1.959704084	1.971523528	1
160	-30	10	1.814460303	2.176858151	1
160	-30	20	3.035609323	1.638582481	1
160	-30	30	1.083147224	2.053856738	1
160	-30	40	2.110120344	1.918852294	1
160	-30	50	0.041689333	1.660215466	1
160	-30	60	4.388406904	2.994769157	1
160	-30	70	2.39175205	2.77365329	1
160	-30	80	4.377640327	1.749531798	1
160	-30	90	4.389369494	2.782665761	1
160	-30	100	1.788612397	1.718949087	1
160	-20	-10	4.42249609	2.863766678	1
160	-20	0	2.354604611	2.462939649	1
160	-20	10	1.115795368	2.760852543	1
160	-20	20	0.379136794	1.701116065	1
160	-20	30	0.91912479	1.594329137	1
160	-20	40	2.977997246	2.850467747	1
160	-20	50	1.544214244	2.618466565	1
160	-20	60	3.659242039	2.302761071	1
160	-20	70	2.735200837	1.515482041	1
160	-20	80	1.749674485	2.842406138	1
160	-20	90	3.962500241	2.542483087	1
160	-20	100	3.955884025	2.228966012	1
160	-10	-20	2.438873376	1.7430762	1
160	-10	-10	4.018372055	1.611289957	1
160	-10	0	1.322276747	2.388910473	1
160	-10	10	4.487113091	2.205299938	1
160	-10	20	1.532632515	1.651784478	1
160	-10	30	4.176284941	2.022231499	1
160	-10	40	2.24290813	2.104957726	1
160	-10	50	4.055869517	2.286531189	1
160	-10	60	3.618376202	2.176048446	1
